fecha;mag007;mag008;mag012;mag014
2010-01-23;53.0;57.0;138.0;35.0
2010-01-24;15.0;45.0;67.0;42.0
2010-01-25;11.0;31.0;49.0;55.0
2010-01-26;13.0;36.0;56.0;56.0
2010-01-27;12.0;35.0;54.0;51.0
2010-01-28;60.0;65.0;156.0;33.0
2010-01-29;67.0;60.0;163.0;38.0
2010-01-30;6.0;28.0;38.0;69.0
2010-01-31;2.0;25.0;28.0;67.0
2010-02-01;34.0;57.0;109.0;48.0
2010-02-02;76.0;68.0;185.0;39.0
2010-02-03;77.0;81.0;200.0;21.0
2010-02-04;38.0;63.0;120.0;22.0
2010-02-05;1.0;25.0;26.0;68.0
2010-02-06;8.0;41.0;54.0;49.0
2010-02-07;35.0;64.0;118.0;21.0
2010-02-08;19.0;59.0;88.0;22.0
2010-02-09;9.0;43.0;57.0;49.0
2010-02-10;28.0;50.0;93.0;39.0
2010-02-11;11.0;33.0;50.0;56.0
2010-02-12;23.0;58.0;94.0;53.0
2010-02-13;7.0;31.0;42.0;63.0
2010-02-14;10.0;36.0;51.0;59.0
2010-02-15;17.0;52.0;78.0;30.0
2010-02-16;28.0;57.0;100.0;29.0
2010-02-17;2.0;26.0;29.0;67.0
2010-02-18;18.0;54.0;82.0;44.0
2010-02-19;20.0;64.0;95.0;36.0
2010-02-20;4.0;34.0;40.0;61.0
2010-02-21;8.0;42.0;54.0;47.0
2010-02-22;3.0;28.0;33.0;72.0
2010-02-23;7.0;36.0;47.0;64.0
2010-02-24;3.0;20.0;25.0;77.0
2010-02-25;4.0;25.0;32.0;67.0
2010-02-26;26.0;52.0;92.0;53.0
2010-02-27;12.0;34.0;53.0;44.0
2010-02-28;3.0;13.0;18.0;89.0
2010-03-01;5.0;25.0;34.0;74.0
2010-03-02;14.0;39.0;61.0;51.0
2010-03-03;12.0;44.0;62.0;53.0
2010-03-04;26.0;54.0;94.0;37.0
2010-03-05;12.0;45.0;64.0;41.0
2010-03-06;9.0;32.0;46.0;61.0
2010-03-07;6.0;30.0;40.0;58.0
2010-03-08;11.0;28.0;45.0;72.0
2010-03-09;18.0;44.0;72.0;61.0
2010-03-10;20.0;48.0;80.0;61.0
2010-03-11;30.0;55.0;101.0;51.0
2010-03-12;20.0;48.0;78.0;46.0
2010-03-13;15.0;51.0;74.0;49.0
2010-03-14;6.0;26.0;36.0;70.0
2010-03-15;56.0;71.0;158.0;47.0
2010-03-16;34.0;65.0;118.0;47.0
2010-03-17;25.0;54.0;92.0;59.0
2010-03-18;46.0;73.0;144.0;41.0
2010-03-19;35.0;60.0;114.0;33.0
2010-03-20;6.0;25.0;34.0;54.0
2010-03-21;8.0;33.0;46.0;42.0
2010-03-22;31.0;53.0;101.0;41.0
2010-03-23;30.0;53.0;99.0;43.0
2010-03-24;11.0;34.0;52.0;57.0
2010-03-25;4.0;25.0;31.0;80.0
2010-03-26;3.0;14.0;19.0;86.0
2010-03-27;3.0;24.0;29.0;76.0
2010-03-28;9.0;37.0;51.0;64.0
2010-03-29;13.0;41.0;60.0;60.0
2010-03-30;4.0;19.0;25.0;77.0
2010-03-31;4.0;22.0;28.0;77.0
2010-04-01;3.0;15.0;19.0;87.0
2010-04-02;3.0;19.0;22.0;79.0
2010-04-03;3.0;21.0;26.0;69.0
2010-04-04;8.0;28.0;39.0;71.0
2010-04-05;8.0;25.0;37.0;74.0
2010-04-06;36.0;54.0;110.0;57.0
2010-04-07;11.0;35.0;52.0;73.0
2010-04-08;13.0;42.0;62.0;66.0
2010-04-09;9.0;29.0;42.0;84.0
2010-04-10;7.0;27.0;37.0;91.0
2010-04-11;5.0;32.0;40.0;91.0
2010-04-12;10.0;38.0;53.0;81.0
2010-04-13;0.0;0.0;0.0;0.0
2010-04-14;15.0;36.0;60.0;50.0
2010-04-15;15.0;34.0;57.0;68.0
2010-04-16;13.0;38.0;57.0;59.0
2010-04-17;8.0;26.0;37.0;81.0
2010-04-18;3.0;15.0;21.0;84.0
2010-04-19;19.0;39.0;67.0;62.0
2010-04-20;33.0;51.0;101.0;51.0
2010-04-21;21.0;48.0;80.0;53.0
2010-04-22;8.0;27.0;39.0;75.0
2010-04-23;19.0;47.0;77.0;54.0
2010-04-24;12.0;36.0;55.0;52.0
2010-04-25;11.0;39.0;56.0;59.0
2010-04-26;13.0;41.0;60.0;65.0
2010-04-27;15.0;54.0;76.0;66.0
2010-04-28;14.0;35.0;56.0;87.0
2010-04-29;8.0;29.0;41.0;86.0
2010-04-30;14.0;37.0;58.0;72.0
2010-05-01;5.0;25.0;33.0;74.0
2010-05-02;4.0;19.0;26.0;74.0
2010-05-03;6.0;16.0;25.0;76.0
2010-05-04;7.0;16.0;28.0;87.0
2010-05-05;10.0;28.0;43.0;84.0
2010-05-06;13.0;36.0;56.0;69.0
2010-05-07;10.0;32.0;48.0;68.0
2010-05-08;5.0;21.0;29.0;56.0
2010-05-09;3.0;12.0;17.0;71.0
2010-05-10;5.0;22.0;30.0;72.0
2010-05-11;13.0;36.0;56.0;65.0
2010-05-12;3.0;17.0;21.0;81.0
2010-05-13;6.0;26.0;35.0;74.0
2010-05-14;7.0;25.0;35.0;72.0
2010-05-15;3.0;16.0;21.0;80.0
2010-05-16;5.0;17.0;24.0;76.0
2010-05-17;11.0;30.0;47.0;68.0
2010-05-18;13.0;38.0;58.0;73.0
2010-05-19;13.0;30.0;51.0;62.0
2010-05-20;17.0;34.0;60.0;82.0
2010-05-21;18.0;48.0;76.0;72.0
2010-05-22;6.0;28.0;37.0;96.0
2010-05-23;4.0;14.0;20.0;111.0
2010-05-24;6.0;23.0;32.0;91.0
2010-05-25;3.0;21.0;26.0;75.0
2010-05-26;4.0;23.0;29.0;71.0
2010-05-27;9.0;34.0;48.0;56.0
2010-05-28;9.0;33.0;47.0;55.0
2010-05-29;8.0;28.0;40.0;58.0
2010-05-30;5.0;23.0;31.0;64.0
2010-05-31;13.0;32.0;52.0;49.0
2010-06-01;11.0;30.0;47.0;51.0
2010-06-02;12.0;36.0;55.0;48.0
2010-06-03;5.0;26.0;34.0;69.0
2010-06-04;6.0;34.0;43.0;76.0
2010-06-05;15.0;38.0;61.0;65.0
2010-06-06;3.0;22.0;26.0;70.0
2010-06-07;7.0;20.0;30.0;69.0
2010-06-08;5.0;22.0;29.0;58.0
2010-06-09;5.0;19.0;27.0;52.0
2010-06-10;4.0;15.0;21.0;56.0
2010-06-11;3.0;14.0;19.0;59.0
2010-06-12;6.0;24.0;33.0;50.0
2010-06-13;5.0;18.0;25.0;56.0
2010-06-14;12.0;30.0;48.0;48.0
2010-06-15;10.0;22.0;38.0;50.0
2010-06-16;15.0;38.0;61.0;45.0
2010-06-17;14.0;38.0;59.0;64.0
2010-06-18;15.0;46.0;69.0;55.0
2010-06-19;5.0;24.0;31.0;74.0
2010-06-20;4.0;11.0;17.0;72.0
2010-06-21;8.0;31.0;43.0;63.0
2010-06-22;10.0;37.0;52.0;58.0
2010-06-23;13.0;40.0;60.0;63.0
2010-06-24;11.0;41.0;58.0;71.0
2010-06-25;0.0;0.0;0.0;0.0
2010-06-26;5.0;23.0;31.0;85.0
2010-06-27;4.0;24.0;30.0;82.0
2010-06-28;8.0;26.0;39.0;75.0
2010-06-29;9.0;32.0;46.0;78.0
2010-06-30;12.0;44.0;62.0;73.0
2010-07-01;12.0;51.0;70.0;67.0
2010-07-02;10.0;59.0;74.0;62.0
2010-07-03;4.0;26.0;33.0;84.0
2010-07-04;6.0;39.0;49.0;69.0
2010-07-05;9.0;34.0;48.0;75.0
2010-07-06;12.0;34.0;53.0;78.0
2010-07-07;11.0;43.0;60.0;72.0
2010-07-08;12.0;53.0;71.0;45.0
2010-07-09;5.0;30.0;37.0;92.0
2010-07-10;7.0;34.0;44.0;86.0
2010-07-11;6.0;35.0;44.0;77.0
2010-07-12;6.0;29.0;38.0;68.0
2010-07-13;11.0;34.0;50.0;62.0
2010-07-14;4.0;22.0;28.0;69.0
2010-07-15;11.0;47.0;65.0;52.0
2010-07-16;17.0;52.0;78.0;62.0
2010-07-17;7.0;35.0;45.0;81.0
2010-07-18;6.0;21.0;31.0;72.0
2010-07-19;21.0;53.0;84.0;69.0
2010-07-20;10.0;42.0;57.0;74.0
2010-07-21;14.0;31.0;53.0;63.0
2010-07-22;7.0;27.0;37.0;56.0
2010-07-23;6.0;25.0;35.0;68.0
2010-07-24;3.0;13.0;18.0;83.0
2010-07-25;3.0;12.0;16.0;72.0
2010-07-26;8.0;27.0;39.0;62.0
2010-07-27;12.0;37.0;56.0;67.0
2010-07-28;14.0;49.0;71.0;64.0
2010-07-29;9.0;40.0;54.0;66.0
2010-07-30;14.0;40.0;61.0;56.0
2010-07-31;6.0;33.0;43.0;71.0
2010-08-01;2.0;18.0;22.0;81.0
2010-08-02;4.0;28.0;33.0;71.0
2010-08-03;7.0;24.0;34.0;62.0
2010-08-04;7.0;25.0;35.0;63.0
2010-08-05;7.0;24.0;34.0;59.0
2010-08-06;10.0;35.0;50.0;72.0
2010-08-07;4.0;23.0;29.0;77.0
2010-08-08;5.0;32.0;40.0;65.0
2010-08-09;9.0;34.0;48.0;70.0
2010-08-10;12.0;49.0;67.0;54.0
2010-08-11;24.0;65.0;101.0;58.0
2010-08-12;12.0;45.0;63.0;58.0
2010-08-13;5.0;17.0;25.0;60.0
2010-08-14;3.0;15.0;20.0;76.0
2010-08-15;3.0;13.0;17.0;77.0
2010-08-16;4.0;13.0;19.0;72.0
2010-08-17;5.0;25.0;34.0;63.0
2010-08-18;4.0;26.0;33.0;84.0
2010-08-19;9.0;40.0;55.0;61.0
2010-08-20;14.0;45.0;67.0;61.0
2010-08-21;9.0;43.0;56.0;66.0
2010-08-22;3.0;20.0;24.0;79.0
2010-08-23;5.0;27.0;35.0;51.0
2010-08-24;6.0;23.0;32.0;58.0
2010-08-25;20.0;59.0;90.0;48.0
2010-08-26;16.0;57.0;81.0;49.0
2010-08-27;5.0;38.0;45.0;49.0
2010-08-28;4.0;23.0;29.0;75.0
2010-08-29;3.0;17.0;22.0;76.0
2010-08-30;8.0;36.0;48.0;69.0
2010-08-31;19.0;43.0;72.0;59.0
2010-09-01;9.0;30.0;43.0;54.0
2010-09-02;15.0;49.0;72.0;42.0
2010-09-03;10.0;38.0;52.0;62.0
2010-09-04;8.0;44.0;56.0;68.0
2010-09-05;8.0;43.0;56.0;67.0
2010-09-06;27.0;52.0;92.0;44.0
2010-09-07;3.0;11.0;15.0;61.0
2010-09-08;3.0;21.0;25.0;60.0
2010-09-09;20.0;45.0;75.0;53.0
2010-09-10;38.0;63.0;122.0;46.0
2010-09-11;28.0;58.0;101.0;44.0
2010-09-12;21.0;47.0;80.0;49.0
2010-09-13;10.0;37.0;52.0;59.0
2010-09-14;22.0;65.0;99.0;47.0
2010-09-15;38.0;62.0;120.0;37.0
2010-09-16;7.0;49.0;60.0;41.0
2010-09-17;12.0;41.0;60.0;38.0
2010-09-18;7.0;29.0;40.0;45.0
2010-09-19;12.0;36.0;55.0;48.0
2010-09-20;15.0;50.0;72.0;34.0
2010-09-21;27.0;52.0;94.0;38.0
2010-09-22;26.0;52.0;92.0;42.0
2010-09-23;27.0;52.0;94.0;37.0
2010-09-24;3.0;23.0;28.0;55.0
2010-09-25;5.0;20.0;28.0;61.0
2010-09-26;4.0;21.0;27.0;58.0
2010-09-27;16.0;50.0;75.0;39.0
2010-09-28;23.0;56.0;92.0;37.0
2010-09-29;9.0;40.0;53.0;47.0
2010-09-30;39.0;62.0;122.0;37.0
2010-10-01;42.0;74.0;139.0;34.0
2010-10-02;24.0;59.0;95.0;43.0
2010-10-03;2.0;20.0;24.0;55.0
2010-10-04;5.0;22.0;28.0;47.0
2010-10-05;57.0;63.0;151.0;29.0
2010-10-06;70.0;81.0;188.0;30.0
2010-10-07;11.0;47.0;64.0;49.0
2010-10-08;8.0;34.0;46.0;43.0
2010-10-09;4.0;23.0;29.0;45.0
2010-10-10;4.0;24.0;30.0;49.0
2010-10-11;17.0;50.0;75.0;26.0
2010-10-12;5.0;27.0;36.0;44.0
2010-10-13;48.0;62.0;135.0;30.0
2010-10-14;41.0;67.0;130.0;26.0
2010-10-15;28.0;63.0;107.0;32.0
2010-10-16;15.0;48.0;70.0;37.0
2010-10-17;5.0;20.0;27.0;50.0
2010-10-18;23.0;45.0;81.0;42.0
2010-10-19;67.0;90.0;192.0;14.0
2010-10-20;115.0;103.0;279.0;15.0
2010-10-21;85.0;92.0;222.0;24.0
2010-10-22;92.0;97.0;239.0;19.0
2010-10-23;83.0;93.0;220.0;25.0
2010-10-24;22.0;55.0;89.0;33.0
2010-10-25;5.0;28.0;36.0;50.0
2010-10-26;48.0;75.0;149.0;20.0
2010-10-27;130.0;113.0;312.0;12.0
2010-10-28;153.0;118.0;352.0;11.0
2010-10-29;53.0;64.0;146.0;32.0
2010-10-30;3.0;21.0;26.0;51.0
2010-10-31;2.0;13.0;16.0;59.0
2010-11-01;3.0;17.0;22.0;57.0
2010-11-02;24.0;51.0;88.0;38.0
2010-11-03;133.0;103.0;307.0;9.0
2010-11-04;113.0;79.0;253.0;20.0
2010-11-05;67.0;65.0;168.0;19.0
2010-11-06;51.0;62.0;140.0;24.0
2010-11-07;24.0;57.0;95.0;15.0
2010-11-08;4.0;28.0;34.0;44.0
2010-11-09;2.0;15.0;18.0;63.0
2010-11-10;6.0;36.0;45.0;41.0
2010-11-11;24.0;55.0;91.0;26.0
2010-11-12;126.0;93.0;286.0;13.0
2010-11-13;47.0;57.0;129.0;20.0
2010-11-14;6.0;35.0;45.0;30.0
2010-11-15;5.0;33.0;40.0;46.0
2010-11-16;53.0;60.0;141.0;25.0
2010-11-17;7.0;44.0;54.0;29.0
2010-11-18;39.0;55.0;116.0;35.0
2010-11-19;47.0;57.0;128.0;19.0
2010-11-20;4.0;29.0;35.0;48.0
2010-11-21;3.0;23.0;27.0;50.0
2010-11-22;14.0;48.0;69.0;34.0
2010-11-23;52.0;73.0;152.0;16.0
2010-11-24;79.0;78.0;199.0;15.0
2010-11-25;79.0;77.0;198.0;14.0
2010-11-26;28.0;63.0;106.0;24.0
2010-11-27;15.0;50.0;73.0;26.0
2010-11-28;30.0;62.0;107.0;22.0
2010-11-29;32.0;61.0;110.0;11.0
2010-11-30;24.0;46.0;83.0;23.0
2010-12-01;5.0;29.0;37.0;42.0
2010-12-02;24.0;50.0;87.0;27.0
2010-12-03;47.0;61.0;134.0;30.0
2010-12-04;35.0;61.0;115.0;20.0
2010-12-05;22.0;59.0;92.0;17.0
2010-12-06;4.0;21.0;27.0;43.0
2010-12-07;5.0;21.0;28.0;46.0
2010-12-08;5.0;21.0;28.0;49.0
2010-12-09;41.0;53.0;116.0;20.0
2010-12-10;27.0;46.0;87.0;18.0
2010-12-11;52.0;43.0;123.0;8.0
2010-12-12;84.0;52.0;180.0;5.0
2010-12-13;159.0;70.0;313.0;5.0
2010-12-14;62.0;59.0;155.0;12.0
2010-12-15;9.0;32.0;46.0;40.0
2010-12-16;49.0;66.0;142.0;22.0
2010-12-17;120.0;88.0;272.0;6.0
2010-12-18;65.0;70.0;169.0;9.0
2010-12-19;10.0;33.0;49.0;25.0
2010-12-20;40.0;56.0;118.0;22.0
2010-12-21;17.0;45.0;72.0;29.0
2010-12-22;7.0;29.0;40.0;46.0
2010-12-23;9.0;42.0;56.0;30.0
2010-12-24;19.0;46.0;76.0;31.0
2010-12-25;26.0;47.0;87.0;29.0
2010-12-26;45.0;59.0;128.0;25.0
2010-12-27;99.0;79.0;231.0;9.0
2010-12-28;101.0;85.0;240.0;6.0
2010-12-29;97.0;83.0;232.0;7.0
2010-12-30;79.0;73.0;195.0;7.0
2010-12-31;28.0;53.0;96.0;20.0
2011-01-01;8.0;36.0;48.0;25.0
2011-01-02;17.0;41.0;66.0;17.0
2011-01-03;66.0;64.0;165.0;8.0
2011-01-04;11.0;41.0;57.0;15.0
2011-01-05;14.0;40.0;61.0;13.0
2011-01-06;3.0;16.0;21.0;37.0
2011-01-07;4.0;22.0;28.0;40.0
2011-01-08;3.0;22.0;27.0;48.0
2011-01-09;13.0;37.0;58.0;42.0
2011-01-10;25.0;52.0;90.0;21.0
2011-01-11;7.0;35.0;46.0;35.0
2011-01-12;149.0;92.0;319.0;10.0
2011-01-13;171.0;92.0;353.0;6.0
2011-01-14;148.0;87.0;314.0;6.0
2011-01-15;96.0;73.0;220.0;11.0
2011-01-16;48.0;53.0;127.0;17.0
2011-01-17;109.0;82.0;248.0;4.0
2011-01-18;128.0;87.0;283.0;5.0
2011-01-19;103.0;76.0;233.0;6.0
2011-01-20;86.0;73.0;205.0;10.0
2011-01-21;14.0;44.0;66.0;42.0
2011-01-22;9.0;28.0;43.0;52.0
2011-01-23;13.0;33.0;53.0;42.0
2011-01-24;109.0;87.0;254.0;25.0
2011-01-25;100.0;100.0;253.0;19.0
2011-01-26;85.0;96.0;226.0;18.0
2011-01-27;47.0;59.0;132.0;20.0
2011-01-28;8.0;26.0;39.0;43.0
2011-01-29;6.0;24.0;33.0;39.0
2011-01-30;11.0;33.0;49.0;30.0
2011-01-31;26.0;43.0;82.0;34.0
2011-02-01;19.0;39.0;69.0;37.0
2011-02-02;57.0;68.0;155.0;28.0
2011-02-03;115.0;95.0;270.0;15.0
2011-02-04;150.0;99.0;329.0;13.0
2011-02-05;74.0;87.0;200.0;16.0
2011-02-06;76.0;71.0;188.0;24.0
2011-02-07;110.0;87.0;256.0;17.0
2011-02-08;106.0;90.0;252.0;16.0
2011-02-09;158.0;107.0;350.0;16.0
2011-02-10;142.0;107.0;324.0;19.0
2011-02-11;104.0;90.0;250.0;22.0
2011-02-12;44.0;61.0;128.0;30.0
2011-02-13;1.0;23.0;25.0;51.0
2011-02-14;3.0;24.0;29.0;59.0
2011-02-15;9.0;37.0;51.0;42.0
2011-02-16;5.0;24.0;33.0;58.0
2011-02-17;4.0;26.0;32.0;69.0
2011-02-18;51.0;62.0;140.0;35.0
2011-02-19;6.0;30.0;40.0;37.0
2011-02-20;6.0;28.0;37.0;46.0
2011-02-21;5.0;25.0;33.0;63.0
2011-02-22;7.0;31.0;42.0;55.0
2011-02-23;49.0;68.0;142.0;27.0
2011-02-24;41.0;68.0;131.0;23.0
2011-02-25;73.0;75.0;187.0;21.0
2011-02-26;77.0;69.0;187.0;27.0
2011-02-27;3.0;18.0;23.0;65.0
2011-02-28;6.0;28.0;37.0;63.0
2011-03-01;7.0;25.0;36.0;64.0
2011-03-02;13.0;37.0;57.0;53.0
2011-03-03;28.0;57.0;100.0;37.0
2011-03-04;21.0;43.0;75.0;49.0
2011-03-05;19.0;39.0;68.0;64.0
2011-03-06;18.0;52.0;80.0;47.0
2011-03-07;12.0;35.0;53.0;59.0
2011-03-08;12.0;29.0;47.0;76.0
2011-03-09;13.0;28.0;47.0;60.0
2011-03-10;21.0;39.0;72.0;44.0
2011-03-11;34.0;58.0;110.0;31.0
2011-03-12;8.0;27.0;40.0;54.0
2011-03-13;6.0;19.0;28.0;61.0
2011-03-14;12.0;29.0;47.0;59.0
2011-03-15;5.0;23.0;31.0;61.0
2011-03-16;5.0;42.0;49.0;57.0
2011-03-17;22.0;61.0;94.0;61.0
2011-03-18;18.0;72.0;99.0;53.0
2011-03-19;6.0;53.0;61.0;68.0
2011-03-20;20.0;47.0;77.0;71.0
2011-03-21;11.0;41.0;57.0;84.0
2011-03-22;7.0;33.0;44.0;98.0
2011-03-23;8.0;49.0;61.0;72.0
2011-03-24;10.0;51.0;67.0;74.0
2011-03-25;14.0;61.0;82.0;68.0
2011-03-26;8.0;36.0;49.0;55.0
2011-03-27;6.0;11.0;20.0;95.0
2011-03-28;8.0;32.0;44.0;84.0
2011-03-29;10.0;35.0;51.0;76.0
2011-03-30;8.0;31.0;42.0;79.0
2011-03-31;46.0;71.0;142.0;43.0
2011-04-01;45.0;66.0;135.0;54.0
2011-04-02;19.0;40.0;70.0;59.0
2011-04-03;23.0;37.0;72.0;46.0
2011-04-04;28.0;38.0;81.0;60.0
2011-04-05;27.0;40.0;81.0;46.0
2011-04-06;21.0;38.0;71.0;49.0
2011-04-07;37.0;55.0;112.0;40.0
2011-04-08;57.0;77.0;165.0;44.0
2011-04-09;46.0;52.0;124.0;51.0
2011-04-10;23.0;36.0;71.0;61.0
2011-04-11;15.0;28.0;51.0;71.0
2011-04-12;15.0;37.0;60.0;70.0
2011-04-13;27.0;46.0;86.0;58.0
2011-04-14;39.0;61.0;122.0;48.0
2011-04-15;12.0;34.0;52.0;81.0
2011-04-16;9.0;18.0;31.0;88.0
2011-04-17;7.0;13.0;24.0;98.0
2011-04-18;12.0;29.0;48.0;90.0
2011-04-19;10.0;22.0;38.0;86.0
2011-04-20;10.0;14.0;29.0;75.0
2011-04-21;8.0;13.0;26.0;85.0
2011-04-22;7.0;8.0;19.0;93.0
2011-04-23;10.0;20.0;36.0;78.0
2011-04-24;9.0;14.0;27.0;80.0
2011-04-25;11.0;21.0;37.0;80.0
2011-04-26;12.0;33.0;51.0;85.0
2011-04-27;29.0;43.0;88.0;94.0
2011-04-28;21.0;45.0;77.0;87.0
2011-04-29;14.0;31.0;52.0;85.0
2011-04-30;9.0;13.0;27.0;86.0
2011-05-01;9.0;15.0;28.0;86.0
2011-05-02;11.0;28.0;44.0;77.0
2011-05-03;23.0;45.0;80.0;52.0
2011-05-04;23.0;38.0;73.0;61.0
2011-05-05;32.0;44.0;93.0;62.0
2011-05-06;11.0;16.0;33.0;88.0
2011-05-07;8.0;11.0;23.0;85.0
2011-05-08;10.0;20.0;35.0;77.0
2011-05-09;22.0;49.0;83.0;57.0
2011-05-10;18.0;30.0;58.0;77.0
2011-05-11;20.0;31.0;61.0;73.0
2011-05-12;23.0;52.0;87.0;53.0
2011-05-13;14.0;26.0;48.0;77.0
2011-05-14;14.0;32.0;53.0;60.0
2011-05-15;7.0;10.0;21.0;84.0
2011-05-16;14.0;26.0;47.0;73.0
2011-05-17;16.0;35.0;59.0;67.0
2011-05-18;18.0;32.0;60.0;60.0
2011-05-19;15.0;25.0;48.0;62.0
2011-05-20;27.0;38.0;80.0;53.0
2011-05-21;9.0;26.0;41.0;89.0
2011-05-22;9.0;30.0;44.0;82.0
2011-05-23;16.0;45.0;69.0;77.0
2011-05-24;18.0;39.0;66.0;79.0
2011-05-25;13.0;43.0;63.0;80.0
2011-05-26;15.0;42.0;66.0;78.0
2011-05-27;17.0;42.0;69.0;52.0
2011-05-28;14.0;29.0;50.0;65.0
2011-05-29;9.0;11.0;24.0;83.0
2011-05-30;14.0;21.0;44.0;61.0
2011-05-31;16.0;26.0;51.0;61.0
2011-06-01;11.0;26.0;43.0;75.0
2011-06-02;11.0;27.0;43.0;87.0
2011-06-03;13.0;34.0;54.0;87.0
2011-06-04;9.0;30.0;43.0;82.0
2011-06-05;8.0;21.0;33.0;88.0
2011-06-06;18.0;37.0;65.0;74.0
2011-06-07;17.0;46.0;72.0;58.0
2011-06-08;12.0;24.0;42.0;72.0
2011-06-09;17.0;35.0;61.0;75.0
2011-06-10;17.0;37.0;62.0;71.0
2011-06-11;15.0;29.0;52.0;68.0
2011-06-12;8.0;23.0;35.0;73.0
2011-06-13;12.0;41.0;59.0;61.0
2011-06-14;14.0;43.0;64.0;73.0
2011-06-15;25.0;47.0;86.0;72.0
2011-06-16;27.0;42.0;84.0;69.0
2011-06-17;11.0;35.0;51.0;71.0
2011-06-18;8.0;25.0;36.0;75.0
2011-06-19;9.0;28.0;42.0;95.0
2011-06-20;21.0;47.0;80.0;67.0
2011-06-21;20.0;40.0;70.0;66.0
2011-06-22;20.0;41.0;72.0;62.0
2011-06-23;7.0;35.0;46.0;84.0
2011-06-24;14.0;39.0;61.0;92.0
2011-06-25;13.0;43.0;62.0;85.0
2011-06-26;15.0;24.0;47.0;96.0
2011-06-27;12.0;28.0;47.0;84.0
2011-06-28;17.0;37.0;63.0;81.0
2011-06-29;12.0;24.0;43.0;80.0
2011-06-30;10.0;25.0;41.0;92.0
2011-07-01;11.0;29.0;46.0;91.0
2011-07-02;13.0;44.0;64.0;73.0
2011-07-03;5.0;25.0;33.0;83.0
2011-07-04;13.0;38.0;58.0;104.0
2011-07-05;10.0;32.0;47.0;100.0
2011-07-06;12.0;27.0;45.0;84.0
2011-07-07;11.0;31.0;48.0;86.0
2011-07-08;8.0;30.0;42.0;68.0
2011-07-09;6.0;18.0;26.0;57.0
2011-07-10;4.0;17.0;23.0;75.0
2011-07-11;15.0;42.0;65.0;71.0
2011-07-12;9.0;29.0;43.0;63.0
2011-07-13;8.0;14.0;27.0;77.0
2011-07-14;8.0;22.0;34.0;83.0
2011-07-15;9.0;27.0;41.0;84.0
2011-07-16;9.0;33.0;47.0;78.0
2011-07-17;6.0;9.0;18.0;69.0
2011-07-18;9.0;16.0;31.0;67.0
2011-07-19;7.0;13.0;24.0;65.0
2011-07-20;10.0;22.0;38.0;67.0
2011-07-21;13.0;35.0;55.0;60.0
2011-07-22;8.0;14.0;27.0;80.0
2011-07-23;6.0;9.0;19.0;86.0
2011-07-24;6.0;9.0;18.0;70.0
2011-07-25;7.0;13.0;24.0;64.0
2011-07-26;13.0;30.0;50.0;60.0
2011-07-27;11.0;25.0;41.0;62.0
2011-07-28;12.0;21.0;39.0;72.0
2011-07-29;14.0;25.0;46.0;80.0
