fecha;mag007;mag008;mag010;mag012;mag020;mag030;mag035;mag042;mag043;mag044
2017-02-09;60.0;78.0;22.0;170.0;4.9;0.9;0.7;1.46;1.21;0.26
2017-02-10;44.0;65.0;22.0;133.0;2.8;0.9;0.5;1.32;1.1;0.22
2017-02-11;9.0;45.0;12.0;60.0;0.9;0.5;0.3;1.22;1.04;0.18
2017-02-12;9.0;40.0;43.0;53.0;1.0;0.6;0.3;1.21;1.03;0.18
2017-02-13;6.0;33.0;23.0;42.0;1.2;0.4;0.3;1.21;1.03;0.18
2017-02-14;31.0;59.0;20.0;107.0;2.5;0.7;0.5;1.34;1.13;0.22
2017-02-15;44.0;62.0;21.0;129.0;2.3;0.7;0.5;1.33;1.11;0.21
2017-02-16;43.0;64.0;23.0;130.0;2.1;0.7;0.6;1.33;1.12;0.21
2017-02-17;73.0;71.0;25.0;183.0;2.9;0.9;0.6;1.35;1.11;0.24
2017-02-18;51.0;70.0;34.0;148.0;3.1;1.0;0.7;1.51;1.27;0.24
2017-02-19;15.0;38.0;26.0;60.0;1.3;0.6;0.3;1.27;1.07;0.19
2017-02-20;29.0;61.0;22.0;105.0;1.6;0.6;0.3;1.28;1.08;0.2
2017-02-21;37.0;67.0;19.0;123.0;1.7;0.6;0.4;1.27;1.07;0.2
2017-02-22;73.0;79.0;69.0;190.0;3.3;0.9;0.7;1.32;1.09;0.23
2017-02-23;59.0;70.0;173.0;161.0;3.1;0.8;0.4;1.31;1.11;0.2
2017-02-24;48.0;51.0;80.0;124.0;3.4;0.7;0.5;1.32;1.12;0.21
2017-02-25;36.0;60.0;24.0;116.0;2.3;0.9;0.1;1.33;1.1;0.23
2017-02-26;21.0;46.0;37.0;79.0;1.6;0.8;0.1;1.39;1.19;0.2
2017-02-27;5.0;29.0;25.0;37.0;1.3;0.5;0.1;1.22;1.06;0.16
2017-02-28;7.0;31.0;10.0;42.0;1.6;0.4;0.1;1.21;1.04;0.17
2017-03-01;34.0;52.0;18.0;105.0;3.7;0.6;0.2;1.41;1.2;0.21
2017-03-02;56.0;65.0;28.0;152.0;4.2;1.0;0.1;1.49;1.24;0.26
2017-03-03;30.0;47.0;23.0;94.0;2.0;0.6;0.1;1.35;1.12;0.23
2017-03-04;4.0;29.0;8.0;35.0;1.0;0.4;0.1;1.21;1.0;0.22
2017-03-05;3.0;26.0;9.0;31.0;1.1;0.5;0.1;1.22;1.04;0.18
2017-03-06;15.0;34.0;16.0;57.0;1.3;0.4;0.2;1.21;1.03;0.18
2017-03-07;22.0;43.0;17.0;77.0;1.5;0.5;0.2;1.23;1.02;0.21
2017-03-08;83.0;86.0;33.0;214.0;6.9;1.1;0.7;1.41;1.12;0.28
2017-03-09;81.0;86.0;29.0;211.0;7.3;1.1;2.1;1.45;1.14;0.31
2017-03-10;65.0;83.0;36.0;183.0;2.4;0.5;0.5;1.32;1.12;0.2
2017-03-11;32.0;58.0;30.0;108.0;0.1;0.1;0.1;0.02;-0.05;0.07
2017-03-12;12.0;39.0;29.0;58.0;0.1;0.1;0.1;1.32;1.14;0.17
2017-03-13;4.0;20.0;11.0;26.0;0.1;0.1;0.1;1.18;1.03;0.14
2017-03-14;5.0;29.0;17.0;36.0;0.7;0.5;0.4;1.19;1.05;0.14
2017-03-15;13.0;47.0;23.0;67.0;1.1;0.4;0.2;1.24;1.08;0.16
2017-03-16;21.0;56.0;24.0;88.0;1.8;0.5;0.3;1.31;1.12;0.19
2017-03-17;28.0;67.0;20.0;110.0;2.1;0.5;0.2;1.33;1.13;0.2
2017-03-18;32.0;70.0;21.0;119.0;2.2;0.6;0.3;1.39;1.17;0.22
2017-03-19;29.0;66.0;27.0;111.0;2.2;0.6;0.4;1.38;1.16;0.22
2017-03-20;15.0;50.0;25.0;72.0;5.2;0.1;1.3;0.01;-0.06;0.08
2017-03-21;6.0;29.0;28.0;39.0;3.5;0.1;0.9;0.17;0.09;0.08
2017-03-22;12.0;34.0;12.0;53.0;0.1;0.2;0.1;0.09;0.01;0.08
2017-03-23;15.0;44.0;8.0;67.0;1.7;0.5;0.3;1.25;1.07;0.18
2017-03-24;12.0;45.0;10.0;63.0;1.3;0.5;0.3;1.24;1.06;0.19
2017-03-25;22.0;48.0;18.0;81.0;2.1;0.5;0.4;1.55;1.32;0.23
2017-03-26;4.0;31.0;9.0;37.0;0.7;0.5;0.2;1.24;1.08;0.15
2017-03-27;10.0;38.0;11.0;53.0;1.2;0.4;0.2;1.22;1.06;0.15
2017-03-28;36.0;60.0;23.0;116.0;3.8;0.7;0.5;1.35;1.16;0.19
2017-03-29;41.0;68.0;26.0;131.0;2.6;0.8;0.5;1.34;1.14;0.2
2017-03-30;25.0;58.0;27.0;96.0;2.1;0.5;0.3;1.32;1.13;0.19
2017-03-31;17.0;45.0;25.0;71.0;0.8;0.4;0.2;1.47;1.28;0.19
2017-04-01;2.0;11.0;11.0;13.0;0.3;0.4;0.1;1.17;1.02;0.16
2017-04-02;3.0;27.0;9.0;31.0;0.4;0.4;0.1;1.19;1.03;0.16
2017-04-03;12.0;39.0;11.0;57.0;0.7;0.2;0.1;1.2;1.03;0.17
2017-04-04;26.0;55.0;18.0;96.0;1.2;0.5;0.3;1.35;1.16;0.19
2017-04-05;5.0;23.0;10.0;31.0;0.6;0.2;0.1;1.17;1.03;0.15
2017-04-06;6.0;33.0;13.0;41.0;0.8;0.4;0.1;1.2;1.03;0.17
2017-04-07;11.0;44.0;20.0;61.0;1.7;0.4;0.1;1.28;1.1;0.19
2017-04-08;10.0;47.0;25.0;62.0;2.1;0.6;0.1;1.34;1.13;0.2
2017-04-09;8.0;44.0;20.0;56.0;1.5;0.6;0.1;1.34;1.13;0.21
2017-04-10;21.0;54.0;23.0;86.0;2.1;0.4;0.1;1.33;1.12;0.21
2017-04-11;21.0;64.0;35.0;96.0;1.7;0.4;0.1;1.27;1.07;0.2
2017-04-12;14.0;54.0;37.0;75.0;2.3;0.4;0.1;1.27;1.06;0.22
2017-04-13;17.0;51.0;42.0;78.0;2.2;0.5;0.1;1.31;1.09;0.23
2017-04-14;20.0;42.0;45.0;73.0;1.7;0.3;0.1;1.31;1.1;0.21
2017-04-15;7.0;32.0;25.0;42.0;1.6;0.3;0.1;1.3;1.1;0.2
2017-04-16;7.0;31.0;17.0;42.0;0.9;0.3;0.1;1.21;1.02;0.19
2017-04-17;14.0;51.0;26.0;72.0;1.7;0.4;0.1;1.27;1.06;0.21
2017-04-18;9.0;38.0;23.0;51.0;0.8;0.4;0.1;1.2;1.01;0.2
2017-04-19;2.0;22.0;19.0;25.0;0.9;0.3;0.1;1.19;1.04;0.15
2017-04-20;2.0;27.0;11.0;30.0;0.8;0.2;0.1;1.2;1.06;0.14
2017-04-21;7.0;32.0;15.0;43.0;1.1;0.3;0.1;1.23;1.06;0.17
2017-04-22;4.0;36.0;12.0;41.0;1.0;0.4;0.1;1.26;1.07;0.19
2017-04-23;11.0;46.0;17.0;63.0;0.0;0.0;0.0;0.01;-0.06;0.07
2017-04-24;19.0;54.0;31.0;83.0;1.3;0.7;0.3;0.1;0.03;0.07
2017-04-25;14.0;43.0;52.0;63.0;0.2;0.1;0.1;0.19;0.12;0.07
2017-04-26;5.0;23.0;21.0;30.0;0.6;0.1;0.2;0.01;-0.07;0.08
2017-04-27;3.0;18.0;7.0;22.0;0.2;0.1;0.1;1.17;1.03;0.13
2017-04-28;2.0;18.0;10.0;22.0;0.3;0.2;0.1;1.17;1.04;0.13
2017-04-29;5.0;30.0;2.0;37.0;0.8;0.5;0.1;1.18;1.09;0.09
2017-04-30;3.0;19.0;7.0;25.0;0.7;0.6;0.1;1.26;1.15;0.11
2017-05-01;2.0;21.0;10.0;25.0;0.6;0.4;0.1;1.23;1.09;0.14
2017-05-02;10.0;43.0;15.0;57.0;1.2;0.3;0.1;1.29;1.16;0.13
2017-05-03;17.0;44.0;19.0;70.0;2.2;0.5;0.1;1.25;1.1;0.15
2017-05-04;26.0;69.0;25.0;108.0;3.3;0.4;0.1;1.32;1.15;0.18
2017-05-05;10.0;38.0;22.0;54.0;2.0;0.3;0.1;1.22;1.09;0.13
2017-05-06;2.0;14.0;8.0;16.0;1.2;0.5;0.1;1.17;1.04;0.13
2017-05-07;9.0;41.0;14.0;56.0;0.9;0.3;0.1;1.24;1.08;0.16
2017-05-08;11.0;44.0;24.0;60.0;1.9;0.6;0.1;1.23;1.06;0.17
2017-05-09;21.0;45.0;27.0;78.0;2.5;0.3;0.1;1.24;1.05;0.19
2017-05-10;3.0;16.0;11.0;21.0;1.3;0.2;0.1;1.17;1.03;0.14
2017-05-11;3.0;25.0;5.0;29.0;1.5;0.2;0.1;1.19;1.06;0.14
2017-05-12;4.0;38.0;11.0;45.0;2.1;0.3;0.1;1.25;1.1;0.15
2017-05-13;4.0;22.0;11.0;28.0;1.6;0.2;0.1;1.19;1.05;0.15
2017-05-14;4.0;25.0;13.0;31.0;1.8;0.7;0.1;1.26;1.1;0.16
2017-05-15;8.0;41.0;20.0;54.0;1.6;1.7;0.1;1.29;1.13;0.16
2017-05-16;7.0;50.0;19.0;62.0;1.9;1.6;0.1;1.28;1.11;0.16
2017-05-17;4.0;38.0;18.0;44.0;2.1;1.0;0.1;1.21;1.05;0.16
2017-05-18;6.0;29.0;10.0;38.0;1.3;0.6;0.1;1.2;1.05;0.15
2017-05-19;5.0;34.0;11.0;41.0;1.1;0.1;0.1;1.21;1.01;0.2
2017-05-20;6.0;37.0;15.0;47.0;0.8;0.2;0.2;1.18;1.03;0.16
2017-05-21;6.0;47.0;19.0;57.0;0.8;0.2;0.2;1.21;1.08;0.13
2017-05-22;15.0;56.0;30.0;79.0;1.9;0.3;0.3;1.28;1.13;0.15
2017-05-23;3.0;26.0;29.0;30.0;1.0;0.2;0.1;1.15;1.06;0.09
2017-05-24;14.0;49.0;26.0;70.0;1.7;0.2;0.2;1.25;1.09;0.17
2017-05-25;10.0;43.0;27.0;59.0;1.8;0.2;0.1;1.23;1.09;0.14
2017-05-26;12.0;47.0;41.0;66.0;2.0;0.3;0.1;1.22;1.09;0.14
2017-05-27;2.0;22.0;31.0;25.0;1.5;0.2;0.1;1.17;1.05;0.12
2017-05-28;1.0;14.0;18.0;16.0;0.8;0.2;0.1;1.17;1.06;0.11
2017-05-29;3.0;23.0;19.0;28.0;1.4;0.2;0.1;1.23;1.12;0.12
2017-05-30;4.0;30.0;14.0;36.0;0.7;0.2;0.2;1.17;1.07;0.1
2017-05-31;5.0;42.0;19.0;49.0;1.0;0.2;0.3;1.2;1.1;0.11
2017-06-01;8.0;39.0;23.0;51.0;1.3;0.2;0.4;1.22;1.12;0.1
2017-06-02;8.0;37.0;32.0;49.0;1.6;0.2;0.4;1.21;1.12;0.09
2017-06-03;2.0;19.0;17.0;22.0;0.5;0.2;0.2;1.16;1.1;0.06
2017-06-04;1.0;12.0;11.0;14.0;0.3;0.2;0.2;1.15;1.07;0.08
2017-06-05;5.0;21.0;7.0;28.0;0.7;0.2;0.2;1.18;1.05;0.13
2017-06-06;6.0;27.0;14.0;36.0;2.0;0.2;0.3;1.18;1.07;0.11
2017-06-07;8.0;43.0;17.0;55.0;5.8;0.3;0.4;1.23;1.1;0.13
2017-06-08;6.0;32.0;29.0;41.0;4.2;0.2;0.5;1.21;1.11;0.1
2017-06-09;6.0;38.0;26.0;47.0;2.2;0.2;0.6;1.2;1.08;0.12
2017-06-10;14.0;48.0;27.0;69.0;2.2;0.4;0.6;1.26;1.12;0.14
2017-06-11;14.0;46.0;34.0;68.0;2.0;0.4;0.6;1.26;1.14;0.12
2017-06-12;10.0;37.0;29.0;52.0;2.1;0.3;0.5;1.24;1.12;0.12
2017-06-13;5.0;35.0;29.0;43.0;1.8;0.2;0.4;1.2;1.09;0.11
2017-06-14;10.0;43.0;42.0;59.0;2.7;0.3;0.6;1.23;1.12;0.11
2017-06-15;16.0;54.0;58.0;78.0;2.6;0.3;0.5;1.27;1.15;0.12
2017-06-16;7.0;47.0;31.0;58.0;2.2;0.3;0.4;1.24;1.16;0.08
2017-06-17;5.0;43.0;31.0;50.0;1.6;0.3;0.3;1.36;1.28;0.08
2017-06-18;5.0;32.0;23.0;39.0;1.0;0.2;0.2;1.36;1.27;0.09
2017-06-19;3.0;28.0;27.0;32.0;1.2;0.2;0.3;1.34;1.29;0.05
2017-06-20;5.0;33.0;22.0;40.0;1.7;0.2;0.3;1.38;1.33;0.05
2017-06-21;11.0;49.0;32.0;65.0;2.1;0.3;0.3;1.38;1.28;0.1
2017-06-22;11.0;44.0;37.0;61.0;2.6;0.3;0.4;1.37;1.27;0.11
2017-06-23;6.0;36.0;31.0;45.0;2.4;0.2;0.4;1.36;1.22;0.15
2017-06-24;11.0;37.0;31.0;54.0;2.2;0.3;0.4;1.43;1.3;0.14
2017-06-25;5.0;40.0;27.0;48.0;1.5;0.2;0.3;1.37;1.28;0.09
2017-06-26;5.0;27.0;20.0;34.0;1.2;0.2;0.3;1.32;1.25;0.07
2017-06-27;12.0;39.0;18.0;57.0;2.3;0.3;0.4;1.48;1.35;0.13
2017-06-28;4.0;12.0;11.0;18.0;1.5;0.3;0.5;1.29;1.19;0.1
2017-06-29;2.0;8.0;9.0;11.0;1.0;0.2;0.2;1.3;1.16;0.14
2017-06-30;3.0;13.0;7.0;18.0;0.7;0.2;0.2;1.31;1.2;0.11
2017-07-01;1.0;11.0;6.0;13.0;0.2;0.2;0.1;1.29;1.21;0.08
2017-07-02;2.0;13.0;9.0;16.0;0.2;0.2;0.1;1.29;1.21;0.08
2017-07-03;9.0;29.0;17.0;43.0;1.3;0.2;0.2;1.35;1.26;0.08
2017-07-04;8.0;32.0;22.0;45.0;1.6;0.2;0.3;1.34;1.26;0.09
2017-07-05;3.0;23.0;38.0;27.0;1.7;0.2;0.3;1.33;1.27;0.06
2017-07-06;9.0;38.0;20.0;51.0;2.3;0.3;0.4;1.31;1.32;0.0
2017-07-07;14.0;45.0;18.0;67.0;2.0;0.3;0.4;1.33;1.29;0.04
2017-07-08;11.0;46.0;20.0;62.0;2.0;0.4;0.4;1.39;1.31;0.07
2017-07-09;18.0;38.0;30.0;64.0;3.2;0.6;0.6;1.43;1.37;0.06
2017-07-10;10.0;35.0;26.0;51.0;3.1;0.4;0.5;1.34;1.2;0.14
2017-07-11;21.0;51.0;26.0;83.0;2.9;0.4;0.5;1.38;1.26;0.12
2017-07-12;29.0;69.0;28.0;114.0;4.5;0.6;0.4;1.45;1.34;0.11
2017-07-13;15.0;65.0;53.0;88.0;3.3;0.5;0.1;1.4;1.33;0.07
2017-07-14;9.0;51.0;50.0;64.0;2.4;0.4;0.1;1.36;1.31;0.05
2017-07-15;2.0;24.0;34.0;27.0;1.0;0.2;0.1;1.31;1.29;0.03
2017-07-16;3.0;33.0;31.0;39.0;1.1;0.3;0.1;1.36;1.31;0.05
2017-07-17;9.0;45.0;29.0;59.0;2.3;0.4;0.1;1.36;1.31;0.06
2017-07-18;6.0;36.0;53.0;45.0;2.5;0.4;0.1;1.37;1.34;0.04
2017-07-19;3.0;25.0;24.0;30.0;1.9;0.3;0.1;1.33;1.27;0.06
2017-07-20;6.0;35.0;19.0;43.0;2.0;0.3;0.1;1.33;1.26;0.07
2017-07-21;6.0;35.0;24.0;45.0;2.5;0.4;0.1;1.45;1.38;0.07
2017-07-22;4.0;32.0;22.0;39.0;1.9;0.4;0.1;1.38;1.3;0.08
2017-07-23;3.0;34.0;23.0;39.0;1.4;0.3;0.1;1.36;1.29;0.07
2017-07-24;11.0;35.0;19.0;52.0;1.2;0.3;0.1;1.33;1.29;0.05
2017-07-25;2.0;15.0;10.0;19.0;0.5;0.2;0.1;1.28;1.22;0.06
2017-07-26;4.0;32.0;17.0;38.0;1.6;0.2;0.3;1.32;1.25;0.07
2017-07-27;10.0;47.0;28.0;63.0;2.1;0.3;0.5;1.35;1.27;0.09
2017-07-28;21.0;62.0;35.0;95.0;4.2;0.6;0.7;1.42;1.3;0.12
2017-07-29;19.0;54.0;28.0;83.0;3.5;0.5;0.8;1.47;1.36;0.11
2017-07-30;18.0;40.0;49.0;67.0;2.6;0.4;0.6;1.42;1.31;0.1
2017-07-31;17.0;39.0;55.0;66.0;2.1;0.4;0.5;1.4;1.29;0.11
2017-08-01;12.0;42.0;27.0;60.0;2.3;0.4;0.5;1.43;1.34;0.09
2017-08-02;8.0;46.0;29.0;58.0;2.5;0.3;0.5;1.39;1.3;0.08
2017-08-03;8.0;51.0;35.0;62.0;2.5;0.4;0.5;1.41;1.32;0.09
2017-08-04;16.0;51.0;33.0;76.0;3.7;0.5;0.6;1.41;1.32;0.1
2017-08-05;6.0;32.0;35.0;41.0;1.5;0.4;0.4;1.33;1.27;0.06
2017-08-06;1.0;12.0;20.0;13.0;0.7;0.2;0.2;1.3;1.25;0.05
2017-08-07;8.0;29.0;27.0;41.0;2.8;0.4;0.6;1.36;1.25;0.11
2017-08-08;3.0;22.0;15.0;26.0;1.3;0.2;0.2;1.33;1.25;0.09
2017-08-09;3.0;20.0;17.0;24.0;0.9;0.3;0.6;1.32;1.24;0.08
2017-08-10;2.0;12.0;6.0;15.0;0.4;0.1;0.2;1.32;1.21;0.11
2017-08-11;2.0;18.0;11.0;21.0;0.7;0.2;0.2;1.33;1.2;0.13
2017-08-12;3.0;28.0;14.0;33.0;1.0;0.2;0.3;1.36;1.21;0.15
2017-08-13;9.0;41.0;22.0;55.0;1.6;0.3;0.4;1.42;1.27;0.15
2017-08-14;7.0;28.0;33.0;39.0;1.4;0.3;0.3;1.37;1.25;0.12
2017-08-15;2.0;17.0;43.0;21.0;1.0;0.2;0.3;1.35;1.23;0.12
2017-08-16;12.0;50.0;51.0;68.0;2.6;0.5;0.5;1.44;1.27;0.18
2017-08-17;9.0;41.0;39.0;55.0;1.6;0.3;0.4;1.44;0.9;0.54
2017-08-18;22.0;55.0;41.0;88.0;3.8;0.5;0.7;1.51;0.95;0.56
2017-08-19;1.0;14.0;23.0;16.0;0.8;0.2;0.2;1.32;1.08;0.24
2017-08-20;1.0;20.0;24.0;22.0;0.7;0.2;0.2;1.32;1.26;0.06
2017-08-21;10.0;37.0;29.0;52.0;1.5;0.3;0.4;1.39;1.3;0.09
2017-08-22;4.0;32.0;45.0;38.0;2.2;0.3;0.4;1.38;1.24;0.14
2017-08-23;15.0;54.0;43.0;78.0;3.6;0.4;0.7;1.48;1.3;0.19
2017-08-24;11.0;45.0;37.0;62.0;2.2;0.3;0.5;1.42;1.31;0.11
2017-08-25;25.0;57.0;36.0;96.0;2.9;0.5;0.4;1.57;1.44;0.14
2017-08-26;4.0;34.0;39.0;39.0;2.5;0.4;0.1;1.47;1.38;0.09
2017-08-27;3.0;25.0;27.0;30.0;1.3;0.4;0.1;1.36;1.32;0.04
2017-08-28;14.0;39.0;18.0;60.0;1.8;0.4;0.1;1.38;1.24;0.14
2017-08-29;6.0;27.0;17.0;36.0;1.8;0.3;0.1;1.42;0.67;0.75
2017-08-30;8.0;32.0;19.0;44.0;1.8;0.3;0.1;1.39;1.29;0.1
2017-08-31;3.0;24.0;14.0;29.0;1.2;0.2;0.1;1.34;1.2;0.14
2017-09-01;3.0;18.0;12.0;21.0;0.7;0.2;0.2;1.32;1.24;0.08
2017-09-02;4.0;27.0;10.0;33.0;1.0;0.3;0.2;1.35;1.26;0.1
2017-09-03;12.0;42.0;15.0;61.0;1.3;0.3;0.1;0.22;0.03;0.19
2017-09-04;13.0;36.0;20.0;56.0;1.0;0.2;0.3;1.37;1.29;0.08
2017-09-05;16.0;51.0;24.0;75.0;2.3;0.4;0.4;1.48;1.39;0.09
2017-09-06;9.0;41.0;25.0;56.0;1.7;0.3;0.4;1.42;1.33;0.1
2017-09-07;3.0;25.0;12.0;30.0;0.7;0.2;0.2;1.37;1.21;0.16
2017-09-08;13.0;60.0;25.0;80.0;2.6;0.5;0.5;1.47;1.28;0.19
2017-09-09;1.0;16.0;15.0;18.0;1.4;0.3;0.4;1.4;1.24;0.17
2017-09-10;2.0;17.0;7.0;20.0;0.7;0.2;0.2;1.39;1.23;0.16
2017-09-11;30.0;45.0;22.0;90.0;3.5;0.5;0.8;1.54;1.37;0.17
2017-09-12;8.0;31.0;15.0;43.0;1.3;0.3;0.3;1.39;1.25;0.14
2017-09-13;23.0;61.0;20.0;96.0;3.0;0.5;0.6;1.48;1.32;0.16
2017-09-14;30.0;54.0;23.0;99.0;4.8;0.6;1.0;1.55;1.38;0.17
2017-09-15;3.0;18.0;9.0;23.0;0.5;0.2;0.2;1.38;1.22;0.15
2017-09-16;3.0;20.0;5.0;24.0;0.5;0.2;0.2;1.4;1.23;0.17
2017-09-17;6.0;40.0;15.0;49.0;1.4;0.4;0.3;1.48;1.29;0.19
2017-09-18;25.0;53.0;21.0;91.0;4.1;0.6;0.8;1.52;1.32;0.19
2017-09-19;27.0;60.0;20.0;101.0;3.1;0.7;0.8;1.51;1.33;0.17
2017-09-20;26.0;69.0;18.0;109.0;3.2;0.6;0.7;1.5;1.3;0.2
2017-09-21;18.0;69.0;27.0;97.0;3.4;0.6;0.6;1.52;1.35;0.17
2017-09-22;10.0;47.0;26.0;62.0;2.0;0.5;0.4;1.43;1.3;0.14
2017-09-23;13.0;50.0;21.0;70.0;1.8;0.4;0.4;1.45;1.31;0.14
2017-09-24;19.0;62.0;29.0;91.0;2.7;0.6;0.6;1.52;1.36;0.16
2017-09-25;29.0;57.0;26.0;101.0;3.1;0.6;0.7;1.56;1.4;0.16
2017-09-26;15.0;41.0;14.0;64.0;1.6;0.4;0.4;1.42;1.28;0.14
2017-09-27;36.0;69.0;26.0;124.0;4.4;0.6;0.7;1.56;1.4;0.16
2017-09-28;39.0;74.0;37.0;133.0;5.3;0.8;0.9;1.57;1.41;0.16
2017-09-29;29.0;72.0;40.0;117.0;4.4;0.7;0.8;1.55;1.41;0.14
2017-09-30;25.0;57.0;34.0;95.0;3.3;0.6;0.7;1.54;1.41;0.13
2017-10-01;3.0;24.0;17.0;30.0;0.6;0.2;0.2;1.37;1.28;0.09
2017-10-02;32.0;44.0;16.0;94.0;1.9;0.4;0.5;1.44;1.33;0.11
2017-10-03;43.0;54.0;24.0;119.0;3.3;0.6;0.6;1.5;1.38;0.12
2017-10-04;20.0;42.0;24.0;73.0;2.1;0.5;0.5;1.41;1.29;0.12
2017-10-05;40.0;82.0;27.0;143.0;4.7;0.8;0.9;1.58;1.44;0.14
2017-10-06;12.0;45.0;16.0;64.0;1.4;0.3;0.3;1.4;1.26;0.15
2017-10-07;10.0;40.0;12.0;55.0;1.1;0.3;0.2;1.44;1.27;0.17
2017-10-08;24.0;64.0;21.0;100.0;2.5;0.6;0.2;1.53;1.36;0.17
2017-10-09;40.0;74.0;20.0;136.0;3.6;0.6;0.6;1.49;1.28;0.21
2017-10-10;50.0;81.0;25.0;157.0;4.2;0.8;0.7;1.52;1.3;0.21
2017-10-11;58.0;101.0;38.0;190.0;5.8;1.0;1.1;1.59;1.38;0.22
2017-10-12;29.0;81.0;41.0;125.0;4.1;0.8;0.9;1.58;1.38;0.2
2017-10-13;31.0;69.0;39.0;117.0;1.5;0.5;0.4;1.53;1.35;0.17
2017-10-14;26.0;67.0;39.0;107.0;0.0;0.0;0.0;1.55;1.43;0.12
2017-10-15;15.0;57.0;37.0;80.0;0.0;0.0;0.0;0.22;-0.14;0.36
2017-10-16;33.0;56.0;41.0;106.0;13.6;3.7;7.4;1.48;1.32;0.16
2017-10-17;25.0;59.0;29.0;97.0;2.9;0.6;0.7;1.5;1.39;0.12
2017-10-18;14.0;48.0;10.0;69.0;2.1;0.6;0.5;1.48;1.38;0.09
2017-10-19;24.0;52.0;18.0;89.0;3.7;0.6;0.7;1.56;1.41;0.15
2017-10-20;42.0;52.0;22.0;118.0;4.7;0.8;1.1;1.69;1.59;0.1
2017-10-21;11.0;34.0;15.0;50.0;2.5;0.5;0.7;1.46;1.36;0.1
2017-10-22;10.0;42.0;13.0;58.0;1.0;0.4;0.3;1.45;1.29;0.16
2017-10-23;44.0;61.0;18.0;128.0;3.1;0.7;0.7;1.51;1.32;0.2
2017-10-24;60.0;69.0;21.0;160.0;4.1;0.8;0.8;1.55;1.35;0.2
2017-10-25;55.0;72.0;26.0;156.0;4.9;1.0;1.0;1.57;1.39;0.18
2017-10-26;62.0;81.0;29.0;176.0;7.0;1.2;1.2;1.57;1.36;0.21
2017-10-27;57.0;63.0;37.0;151.0;3.0;0.7;0.7;1.6;1.43;0.17
2017-10-28;11.0;40.0;14.0;57.0;1.0;0.3;0.3;1.41;1.25;0.15
2017-10-29;10.0;49.0;11.0;64.0;0.8;0.3;0.2;1.45;1.27;0.18
2017-10-30;19.0;39.0;10.0;67.0;1.1;0.3;0.2;1.44;1.29;0.15
2017-10-31;25.0;54.0;20.0;92.0;2.1;0.5;0.4;1.45;1.3;0.15
2017-11-01;14.0;52.0;23.0;73.0;1.6;0.5;0.4;1.47;1.33;0.14
2017-11-02;31.0;61.0;26.0;108.0;2.5;0.6;0.5;1.5;1.35;0.15
2017-11-03;17.0;54.0;23.0;81.0;2.5;0.6;0.5;1.59;1.42;0.17
2017-11-04;12.0;45.0;12.0;63.0;2.2;0.6;0.5;1.54;1.35;0.19
2017-11-05;8.0;30.0;7.0;41.0;0.9;0.4;0.3;1.46;1.24;0.22
2017-11-06;4.0;27.0;5.0;33.0;0.5;0.3;0.2;1.44;1.21;0.23
2017-11-07;66.0;72.0;25.0;173.0;4.7;0.9;0.8;1.65;1.38;0.27
2017-11-08;40.0;51.0;14.0;113.0;3.2;0.8;0.6;1.57;1.33;0.25
2017-11-09;4.0;25.0;4.0;31.0;0.5;0.3;0.3;1.45;1.22;0.23
2017-11-10;40.0;48.0;13.0;108.0;3.0;0.5;0.6;1.55;1.35;0.21
2017-11-11;67.0;79.0;20.0;182.0;4.4;1.1;0.9;1.49;1.31;0.19
2017-11-12;44.0;66.0;20.0;134.0;3.5;0.9;0.8;1.49;1.31;0.18
2017-11-13;14.0;37.0;10.0;58.0;1.3;0.4;0.3;1.3;1.16;0.14
2017-11-14;89.0;82.0;25.0;218.0;3.6;0.8;0.7;1.35;1.21;0.15
2017-11-15;99.0;88.0;34.0;239.0;4.5;0.9;0.8;1.39;1.29;0.1
2017-11-16;138.0;102.0;42.0;313.0;12.3;1.3;1.5;1.48;1.33;0.15
2017-11-17;144.0;101.0;39.0;321.0;7.3;1.4;1.5;1.41;1.27;0.14
2017-11-18;40.0;57.0;16.0;117.0;2.7;0.7;0.6;1.28;1.23;0.05
2017-11-19;59.0;71.0;22.0;162.0;2.8;0.9;0.6;1.32;1.23;0.09
2017-11-20;97.0;90.0;42.0;239.0;5.3;1.1;0.9;1.47;1.37;0.1
2017-11-21;113.0;95.0;45.0;269.0;7.4;1.3;1.0;1.49;1.36;0.13
2017-11-22;103.0;89.0;45.0;248.0;6.6;1.2;0.9;1.54;1.43;0.12
2017-11-23;128.0;97.0;52.0;294.0;13.9;1.5;1.5;1.51;1.37;0.15
2017-11-24;110.0;81.0;46.0;248.0;9.6;1.6;1.5;1.55;1.43;0.12
2017-11-25;67.0;53.0;34.0;155.0;5.6;1.2;1.2;1.63;1.55;0.08
2017-11-26;8.0;34.0;6.0;47.0;0.7;0.4;0.3;1.21;1.17;0.04
2017-11-27;87.0;77.0;27.0;211.0;4.3;1.1;0.6;1.43;1.33;0.1
2017-11-28;71.0;74.0;35.0;183.0;5.2;1.1;0.9;1.53;1.44;0.09
2017-11-29;26.0;47.0;19.0;86.0;2.6;0.7;0.5;1.28;1.23;0.06
2017-11-30;42.0;58.0;9.0;123.0;1.6;0.6;0.3;1.23;1.16;0.07
2017-12-01;72.0;61.0;16.0;172.0;3.4;0.7;0.6;1.35;1.24;0.11
